,employee_id,cidade,cargo,lider_id,turno,salario_base,data_admissao,data_demissao,motivo_saida,faixa_preta_certificado,data_certificacao,nota_desempenho,faltas_trim,tempo_de_casa_meses
2370,E102370,Vitória,mecanico,L026,manha," R$ 3.626,00 ",2024-03-02,,Desconhecido,False,,"2,75",2,15
2371,E102371,Curitiba,mecanico,L002,manha," R$ 3.521,00 ",2023-08-26,2025-06-30,justa_causa,False,,"4,2",1,22
2372,E102372,Curitiba,motorista_campo,L032,manha," R$ 2.944,00 ",2024-03-17,,Desconhecido,False,,"4,04",1,15
2373,E102373,Fortaleza,lider_area,L019,tarde," R$ 5.817,00 ",2023-08-20,,Desconhecido,False,,"3,56",4,22
2374,E102374,Natal,organizador_patio,L056,noite," R$ 2.367,00 ",2023-11-28,2025-03-31,pedido,False,,"2,12",2,16
2375,E102375,Curitiba,soldador,L048,manha," R$ 3.221,00 ",2023-08-14,,Desconhecido,False,,"2,93",3,22
2376,E102376,Belo Horizonte,organizador_patio,L052,manha," R$ 2.331,00 ",2023-12-05,2024-06-30,pedido,False,,"3,01",4,6
2377,E102377,Rio de Janeiro,mecanico,L046,manha," R$ 3.154,00 ",2024-01-17,2024-04-30,transferencia,False,,"3,85",0,3
2378,E102378,Uberlândia,estoquista,L008,tarde," R$ 2.493,00 ",2024-03-22,2025-02-28,pedido,False,,"3,44",2,11
2379,E102379,Recife,mecanico,L010,tarde," R$ 3.224,00 ",2024-05-13,2024-02-29,pedido,False,,"3,83",2,0
2380,E102380,Curitiba,motorista_campo,L010,noite," R$ 3.147,00 ",2023-08-09,2025-02-28,pedido,False,,"2,88",4,18
2381,E102381,São Luís,motorista_campo,L013,tarde," R$ 2.994,00 ",2024-04-30,2024-06-30,outros,False,,"3,08",1,2
2382,E102382,Uberlândia,consultor_tecnico,L007,tarde," R$ 3.441,00 ",2024-01-18,,Desconhecido,False,,"3,12",5,17
2383,E102383,São Luís,soldador,L048,tarde," R$ 2.950,00 ",2023-10-13,2024-12-31,pedido,False,,"2,87",2,14
2384,E102384,Belo Horizonte,mecanico,L031,tarde," R$ 3.297,00 ",2024-03-07,,Desconhecido,False,,"3,08",1,15
2385,E102385,São Luís,lider_area,L026,tarde," R$ 5.232,00 ",2024-02-17,,Desconhecido,False,,"3,88",3,16
2386,E102386,Curitiba,organizador_patio,L019,manha," R$ 2.315,00 ",2023-12-23,,Desconhecido,False,,"3,59",1,18
2387,E102387,Campinas,organizador_patio,L015,tarde," R$ 2.278,00 ",2023-09-11,,Desconhecido,False,,"3,34",1,21
2388,E102388,Fortaleza,front_atendimento,L042,tarde," R$ 2.282,00 ",2024-03-17,,Desconhecido,False,,"4,14",1,15
2389,E102389,Curitiba,consultor_tecnico,L023,manha," R$ 3.279,00 ",2024-04-02,,Desconhecido,False,,"1,77",0,14
2390,E102390,Manaus,mecanico,L029,tarde," R$ 3.371,00 ",2024-03-12,,Desconhecido,False,,"3,19",2,15
2391,E102391,São Luís,motorista_campo,L052,noite," R$ 2.935,00 ",2024-01-02,2024-03-31,pedido,False,,"2,52",0,2
2392,E102392,Manaus,lider_geral,L024,manha," R$ 8.332,00 ",2024-06-19,,Desconhecido,False,,"2,47",0,12
2393,E102393,Belo Horizonte,soldador,L035,noite," R$ 3.179,00 ",2023-11-03,2025-02-28,desempenho,False,,"3,66",6,15
2394,E102394,Porto Alegre,lider_area,L001,tarde," R$ 5.030,00 ",2023-07-03,,Desconhecido,False,,"3,97",3,23
2395,E102395,Brasília,consultor_tecnico,L021,tarde," R$ 3.514,00 ",2024-06-02,,Desconhecido,False,,"3,58",0,12
2396,E102396,Campinas,mecanico,L002,manha," R$ 3.433,00 ",2023-10-21,2024-07-31,pedido,False,,"2,69",2,9
2397,E102397,Belo Horizonte,lider_area,L060,tarde," R$ 5.273,00 ",2024-03-16,,Desconhecido,False,,"3,04",0,15
2398,E102398,Brasília,lider_area,L052,manha," R$ 5.702,00 ",2024-03-11,,Desconhecido,False,,"1,99",2,15
2399,E102399,Manaus,organizador_patio,L037,noite," R$ 2.472,00 ",2023-07-14,,Desconhecido,False,,"3,2",2,23
2400,E102400,Maceió,motorista_campo,L060,manha," R$ 3.279,00 ",2024-01-18,,Desconhecido,False,,"2,28",0,17
2401,E102401,Belo Horizonte,soldador,L010,manha," R$ 2.879,00 ",2023-08-20,,Desconhecido,False,,"3,27",1,22
2402,E102402,Goiânia,mecanico,L051,manha," R$ 3.021,00 ",2024-02-11,2025-01-31,pedido,True,2025-01-21,"2,53",3,11
2403,E102403,Campinas,soldador,L036,noite," R$ 2.894,00 ",2024-06-05,2025-06-30,pedido,False,,"3,8",1,12
2404,E102404,São Luís,consultor_tecnico,L033,manha," R$ 3.526,00 ",2024-04-30,,Desconhecido,False,,"4,16",4,14
2405,E102405,Porto Alegre,lider_area,L046,manha," R$ 5.509,00 ",2023-10-15,2024-11-30,desempenho,False,,"4,45",1,13
2406,E102406,Vitória,mecanico,L042,tarde," R$ 3.285,00 ",2024-03-09,,Desconhecido,True,2025-03-26,"2,68",1,15
2407,E102407,Campinas,organizador_patio,L011,manha," R$ 2.336,00 ",2024-05-14,2024-09-30,pedido,False,,"2,68",2,4
2408,E102408,Goiânia,consultor_tecnico,L030,manha," R$ 2.932,00 ",2023-11-22,,Desconhecido,False,,"2,95",1,19
2409,E102409,São Luís,mecanico,L036,manha," R$ 3.320,00 ",2024-06-04,,Desconhecido,True,2025-03-12,"4,69",1,12
2410,E102410,Manaus,lider_geral,L002,manha," R$ 8.088,00 ",2023-12-30,,Desconhecido,False,,"4,66",6,18
2411,E102411,Belo Horizonte,motorista_campo,L009,manha," R$ 2.674,00 ",2023-07-21,,Desconhecido,False,,"2,78",2,23
2412,E102412,Ribeirão Preto,consultor_tecnico,L031,tarde," R$ 3.328,00 ",2024-05-01,,Desconhecido,False,,"3,57",0,13
2413,E102413,Recife,estoquista,L051,tarde," R$ 2.627,00 ",2024-06-12,,Desconhecido,False,,"2,93",1,12
2414,E102414,Manaus,organizador_patio,L020,tarde," R$ 2.635,00 ",2023-11-04,,Desconhecido,False,,"2,53",1,19
2415,E102415,Rio de Janeiro,estoquista,L058,tarde," R$ 2.397,00 ",2024-04-01,2024-07-31,desempenho,False,,"3,92",1,3
2416,E102416,Ribeirão Preto,front_atendimento,L038,manha," R$ 2.496,00 ",2023-11-11,2024-01-31,justa_causa,False,,"2,97",1,2
2417,E102417,Manaus,front_atendimento,L002,tarde," R$ 2.491,00 ",2024-02-22,2024-12-31,pedido,False,,"2,83",1,10
2418,E102418,Natal,mecanico,L024,manha," R$ 3.393,00 ",2024-03-28,2025-03-31,desempenho,False,,"1,89",2,12
2419,E102419,Natal,motorista_campo,L024,manha," R$ 3.102,00 ",2024-06-07,,Desconhecido,False,,"3,58",3,12
2420,E102420,Brasília,estoquista,L023,tarde," R$ 2.646,00 ",2023-08-06,,Desconhecido,False,,"3,32",0,22
2421,E102421,Belém,motorista_campo,L017,manha," R$ 2.867,00 ",2024-05-23,,Desconhecido,False,,"2,93",3,13
2422,E102422,Uberlândia,estoquista,L023,manha," R$ 2.275,00 ",2024-02-05,2024-12-31,pedido,False,,"3,33",1,10
2423,E102423,Brasília,front_atendimento,L017,manha," R$ 2.455,00 ",2023-07-04,,Desconhecido,False,,"3,67",6,23
2424,E102424,Recife,estoquista,L020,manha," R$ 2.737,00 ",2024-04-30,2024-02-29,desempenho,False,,"2,98",1,0
2425,E102425,Uberlândia,lider_area,L005,manha," R$ 6.257,00 ",2023-09-23,,Desconhecido,False,,"2,38",1,21
2426,E102426,Maceió,mecanico,L059,manha," R$ 2.992,00 ",2023-08-03,2025-05-31,desempenho,False,,"3,46",1,21
2427,E102427,Vitória,estoquista,L005,noite," R$ 2.664,00 ",2024-06-23,2024-05-31,transferencia,False,,"3,11",1,0
2428,E102428,Campinas,mecanico,L049,manha," R$ 3.055,00 ",2023-10-01,,Desconhecido,False,,"3,38",4,20
2429,E102429,Fortaleza,lider_geral,L013,tarde," R$ 8.131,00 ",2024-01-12,,Desconhecido,False,,"3,21",2,17
2430,E102430,Natal,lider_geral,L007,tarde," R$ 8.884,00 ",2023-11-10,,Desconhecido,False,,"3,31",3,19
2431,E102431,Uberlândia,front_atendimento,L005,manha," R$ 2.480,00 ",2023-09-02,,Desconhecido,False,,"3,26",3,21
2432,E102432,São Paulo,front_atendimento,L051,tarde," R$ 2.161,00 ",2024-02-23,2025-06-30,pedido,False,,"3,71",0,16
2433,E102433,Brasília,estoquista,L036,manha," R$ 2.300,00 ",2024-02-10,,Desconhecido,False,,"2,97",4,16
2434,E102434,Belém,front_atendimento,L007,noite," R$ 2.245,00 ",2024-02-03,2024-08-31,pedido,False,,"3,88",1,6
2435,E102435,Maceió,soldador,L024,tarde," R$ 3.267,00 ",2024-03-31,2025-06-30,outros,False,,"3,31",2,15
2436,E102436,Rio de Janeiro,motorista_campo,L045,manha," R$ 2.975,00 ",2023-09-13,2025-01-31,pedido,False,,"3,59",1,16
2437,E102437,Fortaleza,mecanico,L032,tarde," R$ 3.761,00 ",2024-03-02,2024-11-30,outros,True,2025-03-24,"4,85",1,8
2438,E102438,Rio de Janeiro,lider_geral,L007,tarde," R$ 8.311,00 ",2024-06-26,2024-08-31,desempenho,False,,"4,72",2,2
2439,E102439,Rio de Janeiro,mecanico,L039,manha," R$ 3.434,00 ",2024-06-29,,Desconhecido,False,,"3,55",3,12
2440,E102440,Natal,estoquista,L012,tarde," R$ 2.406,00 ",2023-07-31,2025-05-31,pedido,False,,"3,87",2,22
2441,E102441,Uberlândia,organizador_patio,L049,noite," R$ 2.189,00 ",2023-10-05,2025-06-30,pedido,False,,"2,63",2,20
2442,E102442,Goiânia,mecanico,L013,manha," R$ 3.213,00 ",2023-08-08,2024-02-29,transferencia,False,,"2,99",0,6
2443,E102443,São Luís,consultor_tecnico,L045,tarde," R$ 3.608,00 ",2024-03-09,,Desconhecido,False,,"4,17",2,15
2444,E102444,Belo Horizonte,motorista_campo,L022,tarde," R$ 2.967,00 ",2024-06-26,2024-09-30,pedido,False,,"3,61",3,3
2445,E102445,Campinas,mecanico,L019,manha," R$ 2.807,00 ",2024-03-28,,Desconhecido,False,,"2,83",3,15
2446,E102446,Porto Alegre,organizador_patio,L024,tarde," R$ 2.588,00 ",2024-04-07,,Desconhecido,False,,"4,04",3,14
2447,E102447,Fortaleza,soldador,L037,manha," R$ 3.330,00 ",2024-01-12,,Desconhecido,False,,"4,11",2,17
2448,E102448,Recife,lider_geral,L036,manha," R$ 8.470,00 ",2024-06-28,,Desconhecido,False,,"2,52",1,12
2449,E102449,Porto Alegre,motorista_campo,L014,manha," R$ 2.830,00 ",2024-02-29,,Desconhecido,False,,"3,23",5,16
2450,E102450,Maceió,soldador,L053,manha," R$ 3.057,00 ",2023-10-25,,Desconhecido,False,,"4,27",1,20
2451,E102451,Brasília,soldador,L017,tarde," R$ 3.365,00 ",2023-08-30,2024-01-31,desempenho,False,,"4,03",2,5
2452,E102452,Curitiba,lider_geral,L039,tarde," R$ 8.877,00 ",2023-10-03,,Desconhecido,False,,5,2,20
2453,E102453,São Paulo,mecanico,L053,noite," R$ 3.283,00 ",2023-11-15,,Desconhecido,False,,"3,86",2,19
2454,E102454,Belém,mecanico,L024,tarde," R$ 3.538,00 ",2024-02-05,2025-02-28,pedido,False,,"2,45",4,12
2455,E102455,Manaus,mecanico,L002,tarde," R$ 3.550,00 ",2024-06-08,2025-02-28,pedido,True,2025-01-30,"3,97",1,8
2456,E102456,Uberlândia,consultor_tecnico,L010,noite," R$ 3.271,00 ",2023-10-30,,Desconhecido,False,,"4,08",1,20
2457,E102457,Porto Alegre,lider_geral,L015,tarde," R$ 8.722,00 ",2023-07-27,2024-09-30,pedido,False,,"4,68",0,14
2458,E102458,São Luís,front_atendimento,L047,manha," R$ 2.439,00 ",2024-02-22,2024-05-31,pedido,False,,"3,14",3,3
2459,E102459,São Luís,soldador,L032,manha," R$ 2.995,00 ",2023-07-08,,Desconhecido,False,,"4,67",3,23
2460,E102460,Recife,estoquista,L031,manha," R$ 2.636,00 ",2024-01-24,2024-02-29,outros,False,,"2,85",3,1
2461,E102461,Rio de Janeiro,motorista_campo,L015,tarde," R$ 2.834,00 ",2023-11-05,,Desconhecido,False,,"3,81",3,19
2462,E102462,São Paulo,lider_area,L014,tarde," R$ 5.859,00 ",2024-01-15,,Desconhecido,False,,"4,13",2,17
2463,E102463,Manaus,mecanico,L022,tarde," R$ 3.122,00 ",2024-02-17,2024-04-30,desempenho,False,,"2,19",2,2
2464,E102464,Brasília,mecanico,L038,tarde," R$ 3.850,00 ",2023-09-02,2024-05-31,pedido,True,2025-03-15,"3,29",5,8
2465,E102465,Fortaleza,mecanico,L015,tarde," R$ 2.679,00 ",2023-07-25,,Desconhecido,False,,"3,28",0,23
2466,E102466,Florianópolis,lider_geral,L059,tarde," R$ 8.994,00 ",2023-08-10,,Desconhecido,False,,"3,38",1,22
2467,E102467,Belo Horizonte,mecanico,L047,manha," R$ 3.544,00 ",2023-12-04,,Desconhecido,False,,"2,27",2,18
2468,E102468,Curitiba,motorista_campo,L027,noite," R$ 2.964,00 ",2023-12-09,,Desconhecido,False,,"4,86",3,18
2469,E102469,Belo Horizonte,organizador_patio,L047,tarde," R$ 2.409,00 ",2024-04-21,,Desconhecido,False,,"2,49",1,14
2470,E102470,Recife,front_atendimento,L058,tarde," R$ 2.409,00 ",2024-03-19,2024-10-31,outros,False,,"4,23",1,7
2471,E102471,Natal,mecanico,L039,tarde," R$ 3.050,00 ",2023-11-23,2024-09-30,outros,False,,"2,76",1,10
2472,E102472,Vitória,motorista_campo,L033,noite," R$ 3.347,00 ",2023-07-18,,Desconhecido,False,,"3,07",2,23
2473,E102473,Uberlândia,consultor_tecnico,L002,manha," R$ 3.372,00 ",2023-12-09,2024-04-30,pedido,False,,"3,59",0,4
2474,E102474,Porto Alegre,mecanico,L015,manha," R$ 3.039,00 ",2023-11-19,,Desconhecido,False,,"3,3",2,19
2475,E102475,Belo Horizonte,organizador_patio,L042,tarde," R$ 2.415,00 ",2024-04-05,2024-09-30,justa_causa,False,,"2,82",1,5
2476,E102476,Maceió,mecanico,L051,manha," R$ 2.980,00 ",2023-08-08,,Desconhecido,True,2025-01-19,"3,05",2,22
2477,E102477,Uberlândia,front_atendimento,L006,tarde," R$ 2.429,00 ",2024-06-26,,Desconhecido,False,,"3,46",1,12
2478,E102478,Belém,soldador,L058,noite," R$ 2.980,00 ",2023-11-28,,Desconhecido,False,,"3,99",4,19
2479,E102479,Maceió,mecanico,L007,noite," R$ 3.523,00 ",2023-08-03,,Desconhecido,True,2025-01-16,"2,84",5,22
2480,E102480,Ribeirão Preto,lider_area,L012,noite," R$ 5.724,00 ",2023-10-14,,Desconhecido,False,,"3,24",3,20
2481,E102481,Ribeirão Preto,organizador_patio,L060,manha," R$ 2.428,00 ",2023-08-17,,Desconhecido,False,,"3,52",2,22
2482,E102482,Belo Horizonte,front_atendimento,L018,tarde," R$ 2.352,00 ",2023-08-22,2024-01-31,desempenho,False,,"3,29",1,5
2483,E102483,Campinas,consultor_tecnico,L055,tarde," R$ 3.432,00 ",2023-10-26,,Desconhecido,False,,"3,54",5,20
2484,E102484,Maceió,mecanico,L027,tarde," R$ 3.307,00 ",2023-08-16,,Desconhecido,True,2025-01-30,"3,37",3,22
2485,E102485,São Paulo,organizador_patio,L004,tarde," R$ 2.290,00 ",2024-01-25,,Desconhecido,False,,"2,95",4,17
2486,E102486,Uberlândia,lider_area,L052,tarde," R$ 5.503,00 ",2023-09-20,2024-12-31,pedido,False,,"3,19",2,15
2487,E102487,Fortaleza,motorista_campo,L036,manha," R$ 2.639,00 ",2024-03-29,2024-09-30,pedido,False,,"3,3",1,6
2488,E102488,Ribeirão Preto,mecanico,L020,tarde," R$ 3.322,00 ",2024-04-03,,Desconhecido,False,,1,3,14
2489,E102489,Belo Horizonte,front_atendimento,L018,noite," R$ 2.233,00 ",2023-12-18,2024-03-31,outros,False,,"2,9",3,3
2490,E102490,Natal,motorista_campo,L025,noite," R$ 2.708,00 ",2023-07-25,,Desconhecido,False,,"3,32",3,23
2491,E102491,Natal,front_atendimento,L020,tarde," R$ 2.227,00 ",2024-06-11,,Desconhecido,False,,"4,09",1,12
2492,E102492,Brasília,mecanico,L013,tarde," R$ 3.096,00 ",2023-08-09,2024-07-31,desempenho,False,,"4,12",2,11
2493,E102493,Maceió,organizador_patio,L047,manha," R$ 2.520,00 ",2023-08-09,2024-08-31,desempenho,False,,"3,93",1,12
2494,E102494,Salvador,organizador_patio,L021,manha," R$ 2.227,00 ",2024-03-14,2024-12-31,pedido,False,,"4,69",1,9
2495,E102495,Goiânia,mecanico,L060,tarde," R$ 2.983,00 ",2024-06-29,,Desconhecido,False,,"2,94",2,12
2496,E102496,Goiânia,mecanico,L060,manha," R$ 3.172,00 ",2023-09-07,,Desconhecido,False,,"4,31",3,21
2497,E102497,Florianópolis,soldador,L032,tarde," R$ 3.081,00 ",2023-10-13,,Desconhecido,False,,"3,71",3,20
2498,E102498,Brasília,estoquista,L018,manha," R$ 2.395,00 ",2024-03-22,,Desconhecido,False,,"2,58",4,15
2499,E102499,São Paulo,mecanico,L024,tarde," R$ 3.200,00 ",2024-04-30,2024-01-31,pedido,False,,"3,73",2,0
2500,E102500,Uberlândia,mecanico,L033,tarde," R$ 3.236,00 ",2023-12-31,,Desconhecido,False,,"2,99",2,18
2501,E102501,Manaus,motorista_campo,L037,manha," R$ 3.010,00 ",2024-04-19,,Desconhecido,False,,"3,66",2,14
2502,E102502,Vitória,organizador_patio,L025,manha," R$ 2.105,00 ",2023-08-17,2025-05-31,outros,False,,"3,05",2,21
2503,E102503,Recife,motorista_campo,L053,manha," R$ 2.963,00 ",2024-01-06,,Desconhecido,False,,5,1,17
2504,E102504,Rio de Janeiro,mecanico,L041,noite," R$ 3.589,00 ",2023-08-22,,Desconhecido,False,,"3,39",4,22
2505,E102505,Rio de Janeiro,estoquista,L059,manha," R$ 2.415,00 ",2024-01-03,,Desconhecido,False,,"3,89",1,17
2506,E102506,Florianópolis,consultor_tecnico,L014,tarde," R$ 3.391,00 ",2023-08-16,2025-02-28,desempenho,False,,"3,62",1,18
2507,E102507,São Paulo,organizador_patio,L042,tarde," R$ 2.327,00 ",2024-06-03,,Desconhecido,False,,"4,83",1,12
2508,E102508,Goiânia,mecanico,L018,manha," R$ 3.035,00 ",2023-07-26,,Desconhecido,False,,"4,09",1,23
2509,E102509,Rio de Janeiro,mecanico,L039,manha," R$ 3.495,00 ",2024-01-04,2025-04-30,pedido,False,,"3,53",1,15
2510,E102510,Belém,lider_area,L057,tarde," R$ 5.804,00 ",2023-07-23,,Desconhecido,False,,"4,05",2,23
2511,E102511,Brasília,motorista_campo,L008,tarde," R$ 2.923,00 ",2024-01-14,,Desconhecido,False,,"3,7",3,17
2512,E102512,Belo Horizonte,motorista_campo,L020,manha," R$ 3.128,00 ",2023-12-11,,Desconhecido,False,,"3,21",4,18
2513,E102513,Recife,organizador_patio,L036,manha," R$ 2.454,00 ",2024-03-20,,Desconhecido,False,,"3,04",4,15
2514,E102514,Florianópolis,organizador_patio,L058,tarde," R$ 2.282,00 ",2023-10-11,2024-07-31,pedido,False,,"2,21",2,9
2515,E102515,Brasília,estoquista,L041,tarde," R$ 2.497,00 ",2023-07-26,,Desconhecido,False,,"3,76",2,23
2516,E102516,Florianópolis,estoquista,L005,tarde," R$ 2.359,00 ",2023-07-31,,Desconhecido,False,,"3,44",2,23
2517,E102517,Salvador,estoquista,L030,manha," R$ 2.444,00 ",2023-08-14,,Desconhecido,False,,"4,06",2,22
2518,E102518,Brasília,mecanico,L035,manha," R$ 2.988,00 ",2024-04-05,,Desconhecido,False,,"2,37",1,14
2519,E102519,Salvador,lider_area,L060,manha," R$ 5.355,00 ",2023-10-18,,Desconhecido,False,,"2,27",2,20
2520,E102520,Porto Alegre,mecanico,L040,manha," R$ 3.207,00 ",2023-10-06,2025-06-30,desempenho,False,,"4,15",4,20
2521,E102521,Maceió,front_atendimento,L031,tarde," R$ 2.204,00 ",2024-04-15,,Desconhecido,False,,"3,15",1,14
2522,E102522,Recife,front_atendimento,L021,noite," R$ 2.255,00 ",2024-01-13,,Desconhecido,False,,"3,74",2,17
2523,E102523,Natal,mecanico,L060,manha," R$ 3.097,00 ",2023-10-02,,Desconhecido,False,,"4,4",3,20
2524,E102524,Goiânia,mecanico,L012,tarde," R$ 3.176,00 ",2023-08-24,2024-06-30,pedido,False,,"3,35",1,10
2525,E102525,Goiânia,motorista_campo,L052,tarde," R$ 2.985,00 ",2023-09-02,,Desconhecido,False,,"2,56",1,21
2526,E102526,São Paulo,consultor_tecnico,L036,tarde," R$ 3.034,00 ",2023-11-13,2024-03-31,pedido,False,,"4,4",3,4
2527,E102527,Recife,mecanico,L050,tarde," R$ 3.160,00 ",2024-01-08,2025-02-28,pedido,False,,"4,17",2,13
2528,E102528,São Luís,motorista_campo,L014,noite," R$ 3.059,00 ",2024-05-08,,Desconhecido,False,,"3,09",2,13
2529,E102529,Brasília,lider_geral,L043,tarde," R$ 8.041,00 ",2023-12-29,,Desconhecido,False,,"4,39",2,18
2530,E102530,Maceió,estoquista,L055,noite," R$ 2.328,00 ",2023-07-23,,Desconhecido,False,,"3,8",1,23
2531,E102531,Fortaleza,mecanico,L031,tarde," R$ 3.329,00 ",2024-05-06,2024-08-31,outros,False,,"3,96",0,3
2532,E102532,Vitória,organizador_patio,L007,manha," R$ 2.492,00 ",2024-06-12,2024-05-31,outros,False,,"1,81",2,0
2533,E102533,Salvador,consultor_tecnico,L013,tarde," R$ 3.425,00 ",2023-07-13,,Desconhecido,False,,"2,47",4,23
2534,E102534,Manaus,organizador_patio,L018,manha," R$ 2.277,00 ",2023-07-02,,Desconhecido,False,,"2,7",1,23
2535,E102535,Maceió,front_atendimento,L053,tarde," R$ 2.234,00 ",2023-08-21,2025-02-28,pedido,False,,"4,28",4,18
2536,E102536,Curitiba,lider_area,L044,tarde," R$ 6.052,00 ",2024-02-22,,Desconhecido,False,,"2,5",0,16
2537,E102537,Brasília,motorista_campo,L008,manha," R$ 2.979,00 ",2023-09-26,,Desconhecido,False,,"3,31",1,21
2538,E102538,Florianópolis,lider_area,L026,tarde," R$ 5.465,00 ",2023-11-30,,Desconhecido,False,,"3,94",4,19
2539,E102539,Maceió,consultor_tecnico,L056,manha," R$ 3.372,00 ",2024-03-05,2024-02-29,pedido,False,,"2,93",3,0
2540,E102540,São Luís,front_atendimento,L013,tarde," R$ 2.282,00 ",2024-02-26,2024-05-31,pedido,False,,"3,78",3,3
2541,E102541,Manaus,organizador_patio,L012,noite," R$ 2.374,00 ",2023-10-29,,Desconhecido,False,,"2,28",0,20
2542,E102542,São Paulo,lider_area,L052,tarde," R$ 5.855,00 ",2024-02-27,,Desconhecido,False,,"3,87",2,16
2543,E102543,Belo Horizonte,mecanico,L004,noite," R$ 3.404,00 ",2024-02-26,,Desconhecido,True,2025-03-20,"3,04",1,16
2544,E102544,Brasília,motorista_campo,L006,manha," R$ 2.937,00 ",2024-05-29,2024-10-31,pedido,False,,"3,34",0,5
2545,E102545,Natal,organizador_patio,L042,manha," R$ 2.318,00 ",2023-08-03,2024-02-29,justa_causa,False,,"3,55",0,6
2546,E102546,Salvador,mecanico,L050,manha," R$ 3.620,00 ",2024-05-17,,Desconhecido,False,,"1,65",2,13
2547,E102547,Florianópolis,lider_area,L005,tarde," R$ 5.704,00 ",2023-12-08,,Desconhecido,False,,"4,56",1,18
2548,E102548,Maceió,motorista_campo,L038,tarde," R$ 2.904,00 ",2023-11-29,,Desconhecido,False,,"2,47",1,19
2549,E102549,Manaus,consultor_tecnico,L055,tarde," R$ 3.379,00 ",2024-02-24,,Desconhecido,False,,"2,87",3,16
2550,E102550,Ribeirão Preto,soldador,L051,manha," R$ 3.063,00 ",2024-04-24,2024-01-31,desempenho,False,,"2,45",3,0
2551,E102551,Goiânia,estoquista,L001,manha," R$ 2.595,00 ",2023-11-04,,Desconhecido,False,,"2,55",1,19
2552,E102552,Uberlândia,front_atendimento,L023,manha," R$ 2.521,00 ",2023-12-21,,Desconhecido,False,,"3,66",3,18
2553,E102553,Uberlândia,mecanico,L017,manha," R$ 3.418,00 ",2024-05-17,2025-03-31,transferencia,True,2025-02-08,"2,57",0,10
2554,E102554,Belo Horizonte,estoquista,L031,noite," R$ 2.629,00 ",2023-09-04,2025-02-28,pedido,False,,"4,03",2,17
2555,E102555,Campinas,motorista_campo,L036,manha," R$ 3.051,00 ",2023-10-09,2025-01-31,pedido,False,,"2,97",3,15
2556,E102556,Belo Horizonte,lider_geral,L011,noite," R$ 8.117,00 ",2024-04-04,,Desconhecido,False,,"2,27",2,14
2557,E102557,Brasília,front_atendimento,L002,tarde," R$ 2.382,00 ",2024-02-16,,Desconhecido,False,,"3,82",1,16
2558,E102558,Recife,lider_area,L001,manha," R$ 5.763,00 ",2024-06-13,,Desconhecido,False,,"3,88",3,12
2559,E102559,Vitória,motorista_campo,L023,noite," R$ 3.030,00 ",2023-10-03,,Desconhecido,False,,"2,85",2,20
2560,E102560,Florianópolis,soldador,L018,manha," R$ 2.951,00 ",2024-03-12,,Desconhecido,False,,"3,62",3,15
2561,E102561,Maceió,mecanico,L005,manha," R$ 3.148,00 ",2024-03-26,2024-04-30,pedido,False,,"2,72",1,1
2562,E102562,Porto Alegre,front_atendimento,L027,noite," R$ 2.278,00 ",2023-08-11,2024-01-31,desempenho,False,,"2,89",0,5
2563,E102563,Vitória,lider_geral,L058,manha," R$ 9.119,00 ",2024-01-21,,Desconhecido,False,,"2,72",1,17
2564,E102564,Vitória,consultor_tecnico,L042,manha," R$ 3.012,00 ",2023-10-04,,Desconhecido,False,,"3,59",0,20
2565,E102565,Florianópolis,mecanico,L004,tarde," R$ 3.274,00 ",2024-01-25,,Desconhecido,False,,"3,91",4,17
2566,E102566,Natal,organizador_patio,L049,noite," R$ 2.408,00 ",2024-03-10,,Desconhecido,False,,"4,6",2,15
2567,E102567,Belo Horizonte,mecanico,L025,tarde," R$ 3.248,00 ",2024-01-17,,Desconhecido,False,,"2,32",3,17
2568,E102568,Maceió,mecanico,L060,tarde," R$ 3.532,00 ",2024-04-12,2024-07-31,pedido,False,,5,1,3
2569,E102569,Uberlândia,lider_area,L015,tarde," R$ 5.649,00 ",2024-02-01,,Desconhecido,False,,"4,17",0,16
2570,E102570,Uberlândia,mecanico,L047,tarde," R$ 3.236,00 ",2023-11-05,2024-07-31,pedido,False,,"1,4",1,8
2571,E102571,Vitória,consultor_tecnico,L010,tarde," R$ 3.291,00 ",2024-06-07,,Desconhecido,False,,"4,84",2,12
2572,E102572,Belo Horizonte,front_atendimento,L033,manha," R$ 2.406,00 ",2024-03-14,,Desconhecido,False,,"1,77",2,15
2573,E102573,Rio de Janeiro,mecanico,L006,tarde," R$ 3.220,00 ",2023-07-05,,Desconhecido,True,2025-03-12,"3,48",2,23
2574,E102574,Natal,mecanico,L014,noite," R$ 3.080,00 ",2024-04-25,,Desconhecido,True,2025-02-24,"3,02",1,14
2575,E102575,Natal,organizador_patio,L051,tarde," R$ 2.399,00 ",2023-07-11,2024-05-31,pedido,False,,"3,99",4,10
2576,E102576,Uberlândia,consultor_tecnico,L014,tarde," R$ 3.259,00 ",2023-07-20,,Desconhecido,False,,"1,99",1,23
2577,E102577,Porto Alegre,organizador_patio,L020,tarde," R$ 2.026,00 ",2023-12-02,2025-01-31,desempenho,False,,"2,49",2,13
2578,E102578,Fortaleza,estoquista,L027,manha," R$ 2.350,00 ",2024-06-01,,Desconhecido,False,,"4,03",1,12
2579,E102579,Ribeirão Preto,mecanico,L024,tarde," R$ 3.424,00 ",2023-08-18,2025-02-28,justa_causa,False,,"3,89",1,18
