employee_id;cidade;cargo;lider_id;turno;salario_base;data_admissao;data_demissao;motivo_saida;faixa_preta_certificado;data_certificacao;nota_desempenho;faltas_trim;tempo_de_casa_meses
E102253;Manaus;lider_geral;L020;manha;" R$ 8.663,00 ";22/01/2024;30/04/2025;desempenho;FALSE;;"3,63";5;15
E102254;Rio de Janeiro;lider_geral;L004;noite;" R$ 8.560,00 ";25/11/2023;31/03/2025;outros;FALSE;;"3,07";2;16
E102255;São Paulo;lider_area;L033;noite;" R$ 6.033,00 ";02/07/2023;;;FALSE;;"2,51";2;23
E102256;Porto Alegre;mecanico;L016;noite;" R$ 3.471,00 ";28/05/2024;;;TRUE;28/02/2025;"2,49";1;13
E102257;Porto Alegre;estoquista;L046;manha;" R$ 2.402,00 ";23/09/2023;;;FALSE;;"2,77";1;21
E102258;Rio de Janeiro;mecanico;L031;noite;" R$ 3.238,00 ";15/06/2024;;;FALSE;;"3,05";1;12
E102259;Maceió;motorista_campo;L036;tarde;" R$ 3.046,00 ";30/10/2023;30/04/2024;pedido;FALSE;;"3,79";1;6
E102260;Maceió;front_atendimento;L006;tarde;" R$ 2.178,00 ";26/09/2023;30/06/2024;desempenho;FALSE;;"3,66";4;9
E102261;Ribeirão Preto;estoquista;L047;manha;" R$ 2.467,00 ";17/05/2024;;;FALSE;;"2,64";1;13
E102262;Recife;mecanico;L006;manha;" R$ 3.398,00 ";02/08/2023;30/09/2024;pedido;FALSE;;"1,73";1;13
E102263;Brasília;mecanico;L005;manha;" R$ 3.112,00 ";05/10/2023;31/03/2024;pedido;TRUE;26/01/2025;"3,41";1;5
E102264;Uberlândia;mecanico;L058;noite;" R$ 4.119,00 ";01/06/2024;;;TRUE;28/02/2025;"4,2";1;12
E102265;Vitória;motorista_campo;L017;tarde;" R$ 3.237,00 ";18/10/2023;31/03/2024;pedido;FALSE;;"3,92";3;5
E102266;Ribeirão Preto;mecanico;L048;manha;" R$ 3.056,00 ";05/11/2023;30/06/2025;pedido;FALSE;;"3,12";3;19
E102267;Goiânia;estoquista;L045;tarde;" R$ 2.842,00 ";12/12/2023;;;FALSE;;"3,56";0;18
E102268;Brasília;soldador;L006;manha;" R$ 2.990,00 ";08/03/2024;;;FALSE;;"3,27";2;15
E102269;Goiânia;estoquista;L045;tarde;" R$ 2.613,00 ";16/06/2024;;;FALSE;;"3,93";2;12
E102270;Uberlândia;mecanico;L050;manha;" R$ 3.708,00 ";22/05/2024;;;FALSE;;"3,32";1;13
E102271;Florianópolis;mecanico;L056;manha;" R$ 3.314,00 ";07/10/2023;30/06/2024;transferencia;TRUE;15/03/2025;"3,61";3;8
E102272;Belém;organizador_patio;L003;manha;" R$ 2.097,00 ";10/12/2023;31/05/2025;pedido;FALSE;;"3,59";2;17
E102273;Uberlândia;front_atendimento;L021;manha;" R$ 2.173,00 ";17/11/2023;31/07/2024;pedido;FALSE;;"3,92";2;8
E102274;Belo Horizonte;motorista_campo;L024;manha;" R$ 3.116,00 ";01/08/2023;;;FALSE;;"3,71";0;22
E102275;Natal;estoquista;L009;tarde;" R$ 2.421,00 ";01/05/2024;30/04/2025;outros;FALSE;;"3,36";2;11
E102276;Belo Horizonte;motorista_campo;L014;manha;" R$ 3.127,00 ";27/02/2024;;;FALSE;;"3,49";1;16
E102277;Campinas;mecanico;L056;tarde;" R$ 2.945,00 ";04/03/2024;31/01/2025;pedido;TRUE;23/03/2025;"4,07";1;10
E102278;Natal;motorista_campo;L001;tarde;" R$ 2.822,00 ";04/04/2024;28/02/2025;pedido;FALSE;;"3,62";3;10
E102279;Rio de Janeiro;estoquista;L008;manha;" R$ 2.442,00 ";14/09/2023;;;FALSE;;"2,52";3;21
E102280;Belo Horizonte;lider_geral;L041;tarde;" R$ 8.214,00 ";05/05/2024;;;FALSE;;4;4;13
E102281;Ribeirão Preto;front_atendimento;L059;manha;" R$ 2.345,00 ";19/11/2023;31/05/2024;outros;FALSE;;"2,46";5;6
E102282;Florianópolis;estoquista;L055;manha;" R$ 2.571,00 ";19/12/2023;;;FALSE;;"4,91";1;18
E102283;São Luís;motorista_campo;L037;manha;" R$ 2.862,00 ";18/07/2023;;;FALSE;;"4,43";2;23
E102284;São Luís;estoquista;L006;manha;" R$ 2.734,00 ";09/11/2023;31/07/2024;pedido;FALSE;;"2,98";4;8
E102285;Manaus;motorista_campo;L056;noite;" R$ 2.921,00 ";10/10/2023;30/06/2025;pedido;FALSE;;"3,1";0;20
E102286;Manaus;mecanico;L031;noite;" R$ 3.357,00 ";13/04/2024;;;TRUE;07/02/2025;"3,06";4;14
E102287;Natal;front_atendimento;L036;noite;" R$ 2.173,00 ";30/05/2024;31/12/2024;pedido;FALSE;;"4,06";1;7
E102288;Belém;consultor_tecnico;L038;noite;" R$ 3.503,00 ";08/04/2024;30/06/2024;desempenho;FALSE;;"3,06";1;2
E102289;Natal;motorista_campo;L023;tarde;" R$ 2.898,00 ";10/02/2024;;;FALSE;;"2,83";1;16
E102290;Ribeirão Preto;consultor_tecnico;L033;manha;" R$ 3.608,00 ";15/08/2023;;;FALSE;;"1,91";2;22
E102291;Rio de Janeiro;lider_area;L060;manha;" R$ 5.770,00 ";11/03/2024;;;FALSE;;"2,93";0;15
E102292;Porto Alegre;organizador_patio;L044;manha;" R$ 2.299,00 ";24/05/2024;;;FALSE;;"2,98";2;13
E102293;Recife;motorista_campo;L028;manha;" R$ 2.741,00 ";22/11/2023;;;FALSE;;"2,97";3;19
E102294;Manaus;soldador;L056;manha;" R$ 3.046,00 ";21/02/2024;;;FALSE;;5;2;16
E102295;Goiânia;organizador_patio;L024;tarde;" R$ 2.290,00 ";29/11/2023;;;FALSE;;"2,9";1;19
E102296;Recife;mecanico;L034;manha;" R$ 3.116,00 ";04/05/2024;29/02/2024;pedido;TRUE;23/01/2025;"2,91";3;0
E102297;Maceió;mecanico;L027;noite;" R$ 3.154,00 ";07/12/2023;;;FALSE;;"3,48";4;18
E102298;Manaus;front_atendimento;L023;noite;" R$ 2.345,00 ";18/01/2024;;;FALSE;;"2,84";0;17
E102299;Maceió;soldador;L055;manha;" R$ 2.901,00 ";19/03/2024;31/01/2024;pedido;FALSE;;"3,24";3;0
E102300;Brasília;consultor_tecnico;L045;tarde;" R$ 3.317,00 ";28/02/2024;31/05/2025;desempenho;FALSE;;"4,09";5;15
E102301;Uberlândia;front_atendimento;L043;tarde;" R$ 2.421,00 ";22/04/2024;30/04/2024;desempenho;FALSE;;"3,21";0;0
E102302;Manaus;soldador;L002;tarde;" R$ 2.887,00 ";30/03/2024;30/04/2025;outros;FALSE;;"2,81";1;13
E102303;Goiânia;lider_area;L048;noite;" R$ 5.448,00 ";13/04/2024;;;FALSE;;"4,58";1;14
E102304;Curitiba;organizador_patio;L007;tarde;" R$ 2.445,00 ";21/03/2024;30/04/2024;outros;FALSE;;"3,07";1;1
E102305;Ribeirão Preto;mecanico;L053;noite;" R$ 3.477,00 ";15/11/2023;;;FALSE;;"2,79";2;19
E102306;Campinas;soldador;L010;manha;" R$ 3.033,00 ";11/09/2023;31/01/2024;pedido;FALSE;;"2,85";1;4
E102307;Goiânia;mecanico;L011;manha;" R$ 3.479,00 ";11/11/2023;31/01/2025;pedido;FALSE;;"2,75";1;14
E102308;Ribeirão Preto;organizador_patio;L043;manha;" R$ 2.544,00 ";03/01/2024;;;FALSE;;"3,42";2;17
E102309;São Luís;consultor_tecnico;L045;tarde;" R$ 3.699,00 ";23/02/2024;31/05/2025;pedido;FALSE;;"4,34";1;15
E102310;Maceió;motorista_campo;L009;tarde;" R$ 3.292,00 ";14/06/2024;;;FALSE;;"3,68";2;12
E102311;Florianópolis;organizador_patio;L052;tarde;" R$ 2.358,00 ";28/01/2024;;;FALSE;;"2,8";0;17
E102312;Ribeirão Preto;consultor_tecnico;L035;manha;" R$ 3.326,00 ";28/10/2023;;;FALSE;;"3,94";4;20
E102313;Vitória;front_atendimento;L043;tarde;" R$ 2.401,00 ";25/12/2023;;;FALSE;;"2,92";2;18
E102314;Porto Alegre;estoquista;L032;tarde;" R$ 2.508,00 ";12/10/2023;;;FALSE;;"3,96";4;20
E102315;Manaus;motorista_campo;L023;manha;" R$ 3.150,00 ";24/02/2024;;;FALSE;;"3,7";1;16
E102316;Fortaleza;front_atendimento;L046;manha;" R$ 2.360,00 ";18/08/2023;;;FALSE;;"2,48";3;22
E102317;Ribeirão Preto;organizador_patio;L049;tarde;" R$ 2.460,00 ";30/05/2024;31/12/2024;pedido;FALSE;;"3,39";3;7
E102318;Brasília;mecanico;L028;tarde;" R$ 3.083,00 ";08/09/2023;;;FALSE;;"2,45";2;21
E102319;Belém;motorista_campo;L048;tarde;" R$ 2.727,00 ";09/11/2023;29/02/2024;desempenho;FALSE;;"2,68";0;3
E102320;Goiânia;lider_geral;L006;noite;" R$ 8.882,00 ";17/09/2023;;;FALSE;;"3,4";0;21
E102321;Florianópolis;estoquista;L027;noite;" R$ 2.357,00 ";05/08/2023;30/04/2024;pedido;FALSE;;"3,59";4;8
E102322;Recife;front_atendimento;L013;tarde;" R$ 2.280,00 ";11/02/2024;;;FALSE;;"2,11";1;16
E102323;Porto Alegre;mecanico;L052;tarde;" R$ 3.282,00 ";27/04/2024;;;FALSE;;"3,42";3;14
E102324;Uberlândia;organizador_patio;L015;tarde;" R$ 2.472,00 ";08/06/2024;31/07/2024;pedido;FALSE;;"3,22";1;1
E102325;Vitória;mecanico;L023;tarde;" R$ 3.276,00 ";08/02/2024;30/06/2024;pedido;FALSE;;"2,34";2;4
E102326;São Luís;organizador_patio;L022;tarde;" R$ 2.266,00 ";17/08/2023;31/08/2024;justa_causa;FALSE;;"2,65";0;12
E102327;Vitória;lider_area;L057;manha;" R$ 5.404,00 ";02/12/2023;;;FALSE;;"3,58";1;18
E102328;Recife;front_atendimento;L024;manha;" R$ 2.234,00 ";13/01/2024;;;FALSE;;"3,7";3;17
E102329;Florianópolis;estoquista;L006;tarde;" R$ 2.439,00 ";05/05/2024;;;FALSE;;"2,54";3;13
E102330;Ribeirão Preto;estoquista;L020;manha;" R$ 2.287,00 ";01/03/2024;;;FALSE;;"3,46";4;15
E102331;Brasília;soldador;L057;manha;" R$ 3.039,00 ";19/10/2023;30/06/2025;pedido;FALSE;;"3,8";2;20
E102332;Manaus;mecanico;L003;tarde;" R$ 3.027,00 ";07/09/2023;;;TRUE;24/02/2025;"3,99";1;21
E102333;Ribeirão Preto;motorista_campo;L007;tarde;" R$ 3.275,00 ";11/05/2024;;;FALSE;;"4,51";3;13
E102334;Belém;estoquista;L026;manha;" R$ 2.516,00 ";02/02/2024;31/01/2025;pedido;FALSE;;"3,87";0;11
E102335;Rio de Janeiro;organizador_patio;L047;manha;" R$ 2.431,00 ";08/02/2024;;;FALSE;;"4,17";1;16
E102336;Ribeirão Preto;consultor_tecnico;L042;noite;" R$ 3.254,00 ";19/08/2023;29/02/2024;outros;FALSE;;"3,76";0;6
E102337;Belém;mecanico;L045;tarde;" R$ 3.674,00 ";01/10/2023;;;FALSE;;"3,35";1;20
E102338;São Paulo;front_atendimento;L003;tarde;" R$ 2.196,00 ";15/09/2023;31/10/2024;desempenho;FALSE;;"4,85";3;13
E102339;Brasília;mecanico;L033;noite;" R$ 3.355,00 ";16/04/2024;28/02/2025;desempenho;TRUE;09/02/2025;"2,73";3;10
E102340;Goiânia;motorista_campo;L009;noite;" R$ 2.858,00 ";06/07/2023;30/06/2024;pedido;FALSE;;"2,54";0;11
E102341;Uberlândia;lider_area;L042;tarde;" R$ 5.797,00 ";12/12/2023;;;FALSE;;"2,2";3;18
E102342;Salvador;front_atendimento;L004;manha;" R$ 2.302,00 ";18/02/2024;30/04/2025;pedido;FALSE;;"3,19";2;14
E102343;Rio de Janeiro;front_atendimento;L002;manha;" R$ 2.372,00 ";10/10/2023;;;FALSE;;"3,38";1;20
E102344;Curitiba;mecanico;L030;tarde;" R$ 3.147,00 ";29/12/2023;;;FALSE;;"3,68";2;18
E102345;Natal;mecanico;L026;tarde;" R$ 3.009,00 ";30/11/2023;29/02/2024;transferencia;FALSE;;"3,92";1;3
E102346;Natal;estoquista;L011;tarde;" R$ 2.415,00 ";11/10/2023;;;FALSE;;"3,5";4;20
E102347;Fortaleza;lider_area;L057;manha;" R$ 5.305,00 ";14/06/2024;;;FALSE;;"3,72";2;12
E102348;Belém;estoquista;L016;tarde;" R$ 2.415,00 ";12/11/2023;30/06/2025;pedido;FALSE;;"3,86";2;19
E102349;Florianópolis;motorista_campo;L025;tarde;" R$ 2.913,00 ";25/06/2024;31/03/2024;pedido;FALSE;;"3,25";3;0
E102350;Campinas;consultor_tecnico;L008;tarde;" R$ 3.333,00 ";25/08/2023;;;FALSE;;"4,02";3;22
E102351;Recife;mecanico;L001;manha;" R$ 3.374,00 ";23/07/2023;;;FALSE;;"3,57";3;23
E102352;Manaus;mecanico;L011;manha;" R$ 3.208,00 ";24/10/2023;;;FALSE;;"3,14";1;20
E102353;Florianópolis;motorista_campo;L059;manha;" R$ 3.038,00 ";20/12/2023;;;FALSE;;"4,13";3;18
E102354;São Paulo;motorista_campo;L037;tarde;" R$ 3.075,00 ";06/03/2024;31/08/2024;pedido;FALSE;;"3,03";1;5
E102355;Campinas;mecanico;L016;tarde;" R$ 3.192,00 ";31/08/2023;30/09/2024;desempenho;FALSE;;"3,84";1;13
E102356;Ribeirão Preto;mecanico;L017;tarde;" R$ 3.085,00 ";23/01/2024;;;TRUE;23/02/2025;"4,1";2;17
E102357;Uberlândia;lider_geral;L012;manha;" R$ 9.591,00 ";21/11/2023;31/08/2024;pedido;FALSE;;"3,47";3;9
E102358;Recife;front_atendimento;L060;noite;" R$ 2.394,00 ";04/03/2024;31/10/2024;pedido;FALSE;;"2,75";4;7
E102359;Belém;mecanico;L028;manha;" R$ 3.607,00 ";09/09/2023;31/07/2024;pedido;FALSE;;"2,78";3;10
E102360;Curitiba;consultor_tecnico;L014;tarde;" R$ 3.306,00 ";03/08/2023;31/03/2024;pedido;FALSE;;"2,79";1;7
E102361;Campinas;organizador_patio;L023;tarde;" R$ 2.269,00 ";14/12/2023;;;FALSE;;"3,01";2;18
E102362;Fortaleza;organizador_patio;L028;manha;" R$ 2.271,00 ";20/11/2023;28/02/2025;pedido;FALSE;;"3,46";0;15
E102363;São Luís;mecanico;L012;tarde;" R$ 3.408,00 ";16/11/2023;31/03/2025;desempenho;TRUE;04/03/2025;"3,78";1;16
E102364;Salvador;organizador_patio;L058;tarde;" R$ 2.203,00 ";28/04/2024;;;FALSE;;"3,67";2;14
E102365;Brasília;mecanico;L012;noite;" R$ 3.468,00 ";19/05/2024;;;FALSE;;"3,26";0;13
E102366;Ribeirão Preto;estoquista;L003;noite;" R$ 2.582,00 ";27/11/2023;30/06/2024;pedido;FALSE;;"3,89";1;7
E102367;Natal;motorista_campo;L053;manha;" R$ 3.142,00 ";22/11/2023;;;FALSE;;"3,85";4;19
E102368;Porto Alegre;estoquista;L050;manha;" R$ 2.804,00 ";21/10/2023;29/02/2024;pedido;FALSE;;"4,38";0;4
E102369;Brasília;mecanico;L057;manha;" R$ 3.314,00 ";11/11/2023;;;FALSE;;"3,05";4;19
E102370;Vitória;mecanico;L026;manha;" R$ 3.626,00 ";02/03/2024;;;FALSE;;"2,75";2;15
E102371;Curitiba;mecanico;L002;manha;" R$ 3.521,00 ";26/08/2023;30/06/2025;justa_causa;FALSE;;"4,2";1;22
E102372;Curitiba;motorista_campo;L032;manha;" R$ 2.944,00 ";17/03/2024;;;FALSE;;"4,04";1;15
E102373;Fortaleza;lider_area;L019;tarde;" R$ 5.817,00 ";20/08/2023;;;FALSE;;"3,56";4;22
E102374;Natal;organizador_patio;L056;noite;" R$ 2.367,00 ";28/11/2023;31/03/2025;pedido;FALSE;;"2,12";2;16
E102375;Curitiba;soldador;L048;manha;" R$ 3.221,00 ";14/08/2023;;;FALSE;;"2,93";3;22
E102376;Belo Horizonte;organizador_patio;L052;manha;" R$ 2.331,00 ";05/12/2023;30/06/2024;pedido;FALSE;;"3,01";4;6
E102377;Rio de Janeiro;mecanico;L046;manha;" R$ 3.154,00 ";17/01/2024;30/04/2024;transferencia;FALSE;;"3,85";0;3
E102378;Uberlândia;estoquista;L008;tarde;" R$ 2.493,00 ";22/03/2024;28/02/2025;pedido;FALSE;;"3,44";2;11
E102379;Recife;mecanico;L010;tarde;" R$ 3.224,00 ";13/05/2024;29/02/2024;pedido;FALSE;;"3,83";2;0
E102380;Curitiba;motorista_campo;L010;noite;" R$ 3.147,00 ";09/08/2023;28/02/2025;pedido;FALSE;;"2,88";4;18
E102381;São Luís;motorista_campo;L013;tarde;" R$ 2.994,00 ";30/04/2024;30/06/2024;outros;FALSE;;"3,08";1;2
E102382;Uberlândia;consultor_tecnico;L007;tarde;" R$ 3.441,00 ";18/01/2024;;;FALSE;;"3,12";5;17
E102383;São Luís;soldador;L048;tarde;" R$ 2.950,00 ";13/10/2023;31/12/2024;pedido;FALSE;;"2,87";2;14
E102384;Belo Horizonte;mecanico;L031;tarde;" R$ 3.297,00 ";07/03/2024;;;FALSE;;"3,08";1;15
E102385;São Luís;lider_area;L026;tarde;" R$ 5.232,00 ";17/02/2024;;;FALSE;;"3,88";3;16
E102386;Curitiba;organizador_patio;L019;manha;" R$ 2.315,00 ";23/12/2023;;;FALSE;;"3,59";1;18
E102387;Campinas;organizador_patio;L015;tarde;" R$ 2.278,00 ";11/09/2023;;;FALSE;;"3,34";1;21
E102388;Fortaleza;front_atendimento;L042;tarde;" R$ 2.282,00 ";17/03/2024;;;FALSE;;"4,14";1;15
E102389;Curitiba;consultor_tecnico;L023;manha;" R$ 3.279,00 ";02/04/2024;;;FALSE;;"1,77";0;14
E102390;Manaus;mecanico;L029;tarde;" R$ 3.371,00 ";12/03/2024;;;FALSE;;"3,19";2;15
E102391;São Luís;motorista_campo;L052;noite;" R$ 2.935,00 ";02/01/2024;31/03/2024;pedido;FALSE;;"2,52";0;2
E102392;Manaus;lider_geral;L024;manha;" R$ 8.332,00 ";19/06/2024;;;FALSE;;"2,47";0;12
E102393;Belo Horizonte;soldador;L035;noite;" R$ 3.179,00 ";03/11/2023;28/02/2025;desempenho;FALSE;;"3,66";6;15
E102394;Porto Alegre;lider_area;L001;tarde;" R$ 5.030,00 ";03/07/2023;;;FALSE;;"3,97";3;23
E102395;Brasília;consultor_tecnico;L021;tarde;" R$ 3.514,00 ";02/06/2024;;;FALSE;;"3,58";0;12
E102396;Campinas;mecanico;L002;manha;" R$ 3.433,00 ";21/10/2023;31/07/2024;pedido;FALSE;;"2,69";2;9
E102397;Belo Horizonte;lider_area;L060;tarde;" R$ 5.273,00 ";16/03/2024;;;FALSE;;"3,04";0;15
E102398;Brasília;lider_area;L052;manha;" R$ 5.702,00 ";11/03/2024;;;FALSE;;"1,99";2;15
E102399;Manaus;organizador_patio;L037;noite;" R$ 2.472,00 ";14/07/2023;;;FALSE;;"3,2";2;23
E102400;Maceió;motorista_campo;L060;manha;" R$ 3.279,00 ";18/01/2024;;;FALSE;;"2,28";0;17
E102401;Belo Horizonte;soldador;L010;manha;" R$ 2.879,00 ";20/08/2023;;;FALSE;;"3,27";1;22
E102402;Goiânia;mecanico;L051;manha;" R$ 3.021,00 ";11/02/2024;31/01/2025;pedido;TRUE;21/01/2025;"2,53";3;11
E102403;Campinas;soldador;L036;noite;" R$ 2.894,00 ";05/06/2024;30/06/2025;pedido;FALSE;;"3,8";1;12
E102404;São Luís;consultor_tecnico;L033;manha;" R$ 3.526,00 ";30/04/2024;;;FALSE;;"4,16";4;14
E102405;Porto Alegre;lider_area;L046;manha;" R$ 5.509,00 ";15/10/2023;30/11/2024;desempenho;FALSE;;"4,45";1;13
E102406;Vitória;mecanico;L042;tarde;" R$ 3.285,00 ";09/03/2024;;;TRUE;26/03/2025;"2,68";1;15
E102407;Campinas;organizador_patio;L011;manha;" R$ 2.336,00 ";14/05/2024;30/09/2024;pedido;FALSE;;"2,68";2;4
E102408;Goiânia;consultor_tecnico;L030;manha;" R$ 2.932,00 ";22/11/2023;;;FALSE;;"2,95";1;19
E102409;São Luís;mecanico;L036;manha;" R$ 3.320,00 ";04/06/2024;;;TRUE;12/03/2025;"4,69";1;12
E102410;Manaus;lider_geral;L002;manha;" R$ 8.088,00 ";30/12/2023;;;FALSE;;"4,66";6;18
E102411;Belo Horizonte;motorista_campo;L009;manha;" R$ 2.674,00 ";21/07/2023;;;FALSE;;"2,78";2;23
E102412;Ribeirão Preto;consultor_tecnico;L031;tarde;" R$ 3.328,00 ";01/05/2024;;;FALSE;;"3,57";0;13
E102413;Recife;estoquista;L051;tarde;" R$ 2.627,00 ";12/06/2024;;;FALSE;;"2,93";1;12
E102414;Manaus;organizador_patio;L020;tarde;" R$ 2.635,00 ";04/11/2023;;;FALSE;;"2,53";1;19
E102415;Rio de Janeiro;estoquista;L058;tarde;" R$ 2.397,00 ";01/04/2024;31/07/2024;desempenho;FALSE;;"3,92";1;3
E102416;Ribeirão Preto;front_atendimento;L038;manha;" R$ 2.496,00 ";11/11/2023;31/01/2024;justa_causa;FALSE;;"2,97";1;2
E102417;Manaus;front_atendimento;L002;tarde;" R$ 2.491,00 ";22/02/2024;31/12/2024;pedido;FALSE;;"2,83";1;10
E102418;Natal;mecanico;L024;manha;" R$ 3.393,00 ";28/03/2024;31/03/2025;desempenho;FALSE;;"1,89";2;12
E102419;Natal;motorista_campo;L024;manha;" R$ 3.102,00 ";07/06/2024;;;FALSE;;"3,58";3;12
E102420;Brasília;estoquista;L023;tarde;" R$ 2.646,00 ";06/08/2023;;;FALSE;;"3,32";0;22
E102421;Belém;motorista_campo;L017;manha;" R$ 2.867,00 ";23/05/2024;;;FALSE;;"2,93";3;13
E102422;Uberlândia;estoquista;L023;manha;" R$ 2.275,00 ";05/02/2024;31/12/2024;pedido;FALSE;;"3,33";1;10
E102423;Brasília;front_atendimento;L017;manha;" R$ 2.455,00 ";04/07/2023;;;FALSE;;"3,67";6;23
E102424;Recife;estoquista;L020;manha;" R$ 2.737,00 ";30/04/2024;29/02/2024;desempenho;FALSE;;"2,98";1;0
E102425;Uberlândia;lider_area;L005;manha;" R$ 6.257,00 ";23/09/2023;;;FALSE;;"2,38";1;21
E102426;Maceió;mecanico;L059;manha;" R$ 2.992,00 ";03/08/2023;31/05/2025;desempenho;FALSE;;"3,46";1;21
E102427;Vitória;estoquista;L005;noite;" R$ 2.664,00 ";23/06/2024;31/05/2024;transferencia;FALSE;;"3,11";1;0
E102428;Campinas;mecanico;L049;manha;" R$ 3.055,00 ";01/10/2023;;;FALSE;;"3,38";4;20
E102429;Fortaleza;lider_geral;L013;tarde;" R$ 8.131,00 ";12/01/2024;;;FALSE;;"3,21";2;17
E102430;Natal;lider_geral;L007;tarde;" R$ 8.884,00 ";10/11/2023;;;FALSE;;"3,31";3;19
E102431;Uberlândia;front_atendimento;L005;manha;" R$ 2.480,00 ";02/09/2023;;;FALSE;;"3,26";3;21
E102432;São Paulo;front_atendimento;L051;tarde;" R$ 2.161,00 ";23/02/2024;30/06/2025;pedido;FALSE;;"3,71";0;16
E102433;Brasília;estoquista;L036;manha;" R$ 2.300,00 ";10/02/2024;;;FALSE;;"2,97";4;16
E102434;Belém;front_atendimento;L007;noite;" R$ 2.245,00 ";03/02/2024;31/08/2024;pedido;FALSE;;"3,88";1;6
E102435;Maceió;soldador;L024;tarde;" R$ 3.267,00 ";31/03/2024;30/06/2025;outros;FALSE;;"3,31";2;15
E102436;Rio de Janeiro;motorista_campo;L045;manha;" R$ 2.975,00 ";13/09/2023;31/01/2025;pedido;FALSE;;"3,59";1;16
E102437;Fortaleza;mecanico;L032;tarde;" R$ 3.761,00 ";02/03/2024;30/11/2024;outros;TRUE;24/03/2025;"4,85";1;8
E102438;Rio de Janeiro;lider_geral;L007;tarde;" R$ 8.311,00 ";26/06/2024;31/08/2024;desempenho;FALSE;;"4,72";2;2
E102439;Rio de Janeiro;mecanico;L039;manha;" R$ 3.434,00 ";29/06/2024;;;FALSE;;"3,55";3;12
E102440;Natal;estoquista;L012;tarde;" R$ 2.406,00 ";31/07/2023;31/05/2025;pedido;FALSE;;"3,87";2;22
E102441;Uberlândia;organizador_patio;L049;noite;" R$ 2.189,00 ";05/10/2023;30/06/2025;pedido;FALSE;;"2,63";2;20
E102442;Goiânia;mecanico;L013;manha;" R$ 3.213,00 ";08/08/2023;29/02/2024;transferencia;FALSE;;"2,99";0;6
E102443;São Luís;consultor_tecnico;L045;tarde;" R$ 3.608,00 ";09/03/2024;;;FALSE;;"4,17";2;15
E102444;Belo Horizonte;motorista_campo;L022;tarde;" R$ 2.967,00 ";26/06/2024;30/09/2024;pedido;FALSE;;"3,61";3;3
E102445;Campinas;mecanico;L019;manha;" R$ 2.807,00 ";28/03/2024;;;FALSE;;"2,83";3;15
E102446;Porto Alegre;organizador_patio;L024;tarde;" R$ 2.588,00 ";07/04/2024;;;FALSE;;"4,04";3;14
E102447;Fortaleza;soldador;L037;manha;" R$ 3.330,00 ";12/01/2024;;;FALSE;;"4,11";2;17
E102448;Recife;lider_geral;L036;manha;" R$ 8.470,00 ";28/06/2024;;;FALSE;;"2,52";1;12
E102449;Porto Alegre;motorista_campo;L014;manha;" R$ 2.830,00 ";29/02/2024;;;FALSE;;"3,23";5;16
E102450;Maceió;soldador;L053;manha;" R$ 3.057,00 ";25/10/2023;;;FALSE;;"4,27";1;20
E102451;Brasília;soldador;L017;tarde;" R$ 3.365,00 ";30/08/2023;31/01/2024;desempenho;FALSE;;"4,03";2;5
E102452;Curitiba;lider_geral;L039;tarde;" R$ 8.877,00 ";03/10/2023;;;FALSE;;5;2;20
E102453;São Paulo;mecanico;L053;noite;" R$ 3.283,00 ";15/11/2023;;;FALSE;;"3,86";2;19
E102454;Belém;mecanico;L024;tarde;" R$ 3.538,00 ";05/02/2024;28/02/2025;pedido;FALSE;;"2,45";4;12
E102455;Manaus;mecanico;L002;tarde;" R$ 3.550,00 ";08/06/2024;28/02/2025;pedido;TRUE;30/01/2025;"3,97";1;8
E102456;Uberlândia;consultor_tecnico;L010;noite;" R$ 3.271,00 ";30/10/2023;;;FALSE;;"4,08";1;20
E102457;Porto Alegre;lider_geral;L015;tarde;" R$ 8.722,00 ";27/07/2023;30/09/2024;pedido;FALSE;;"4,68";0;14
E102458;São Luís;front_atendimento;L047;manha;" R$ 2.439,00 ";22/02/2024;31/05/2024;pedido;FALSE;;"3,14";3;3
E102459;São Luís;soldador;L032;manha;" R$ 2.995,00 ";08/07/2023;;;FALSE;;"4,67";3;23
E102460;Recife;estoquista;L031;manha;" R$ 2.636,00 ";24/01/2024;29/02/2024;outros;FALSE;;"2,85";3;1
E102461;Rio de Janeiro;motorista_campo;L015;tarde;" R$ 2.834,00 ";05/11/2023;;;FALSE;;"3,81";3;19
E102462;São Paulo;lider_area;L014;tarde;" R$ 5.859,00 ";15/01/2024;;;FALSE;;"4,13";2;17
E102463;Manaus;mecanico;L022;tarde;" R$ 3.122,00 ";17/02/2024;30/04/2024;desempenho;FALSE;;"2,19";2;2
E102464;Brasília;mecanico;L038;tarde;" R$ 3.850,00 ";02/09/2023;31/05/2024;pedido;TRUE;15/03/2025;"3,29";5;8
E102465;Fortaleza;mecanico;L015;tarde;" R$ 2.679,00 ";25/07/2023;;;FALSE;;"3,28";0;23
E102466;Florianópolis;lider_geral;L059;tarde;" R$ 8.994,00 ";10/08/2023;;;FALSE;;"3,38";1;22
E102467;Belo Horizonte;mecanico;L047;manha;" R$ 3.544,00 ";04/12/2023;;;FALSE;;"2,27";2;18
E102468;Curitiba;motorista_campo;L027;noite;" R$ 2.964,00 ";09/12/2023;;;FALSE;;"4,86";3;18
